base_unit_cost,competitor_price_ratio,historical_demand_index,promotional_lift_pct,inventory_coverage_days,macro_seasonality_factor,optimal_target_price
25.58,1.094,451.544,0.188,5,0.874,12.66
62.412,0.751,444.914,0.193,60,1.019,82.19
37.984,0.882,436.796,0.125,55,0.54,123.0
50.198,1.189,593.202,0.072,46,1.034,74.07
44.296,1.03,642.221,0.182,50,0.514,117.08
52.156,0.971,454.107,0.115,7,1.218,1.17
46.152,0.846,314.528,0.05,12,1.104,18.96
25.755,0.888,691.166,0.046,30,0.944,88.32
59.944,0.747,485.699,0.002,17,1.113,61.73
37.594,1.035,759.548,0.079,16,0.804,70.59
21.651,0.96,163.162,0.208,48,1.014,26.0
38.578,0.905,529.31,0.134,25,1.159,31.78
67.511,1.04,787.791,0.078,15,0.5,111.26
57.753,1.105,447.01,0.184,18,0.911,27.93
39.77,1.364,466.176,0.053,32,0.995,47.02
39.761,0.823,544.327,0.128,42,0.961,78.53
40.175,1.224,416.181,0.106,10,1.291,-12.24
76.151,1.196,453.189,0.182,19,0.775,44.53
50.729,0.933,449.328,0.0,32,0.876,83.96
51.451,1.08,405.887,0.052,19,0.617,79.09
60.454,0.981,684.328,0.0,37,1.302,70.84
48.582,1.078,569.162,0.099,3,0.951,30.71
41.114,1.276,537.594,0.217,51,0.912,57.11
42.055,1.141,621.286,0.08,60,0.99,96.32
43.926,1.126,460.347,0.079,26,1.127,30.96
44.442,0.985,383.869,0.19,50,1.069,50.06
55.914,0.827,409.606,0.205,51,1.53,10.88
45.779,1.019,500.267,0.113,27,1.091,37.81
55.99,1.231,341.118,0.175,4,0.907,3.76
43.789,0.821,424.961,0.034,27,0.888,68.96
46.18,0.892,422.583,0.23,16,0.921,16.79
15.027,1.069,818.683,0.292,41,0.7,75.83
58.745,0.902,83.928,0.162,59,1.008,46.37
50.197,0.931,473.057,0.0,53,1.157,79.88
59.97,0.986,758.854,0.075,35,0.877,101.61
10.0,0.845,518.277,0.169,19,0.839,42.4
76.326,0.904,613.013,0.086,33,1.303,56.65
42.906,1.156,514.974,0.222,12,0.715,29.21
61.623,0.854,399.9,0.167,8,0.586,57.99
29.401,0.81,163.713,0.063,41,0.769,73.61
54.192,0.955,530.818,0.123,27,0.692,77.38
29.199,1.16,383.659,0.048,40,1.077,51.06
35.643,1.02,379.95,0.105,39,0.928,59.45
73.71,0.98,425.152,0.076,32,0.956,61.14
42.14,1.057,761.729,0.214,36,1.231,36.96
48.261,0.788,860.726,0.289,20,0.862,61.61
58.051,1.124,532.581,0.006,26,1.155,49.25
52.435,1.108,430.285,0.0,51,1.302,53.77
47.256,0.989,323.416,0.1,58,0.909,83.05
50.474,1.201,570.281,0.0,29,1.147,61.98
81.051,0.881,767.436,0.124,60,0.952,121.64
44.136,1.219,462.899,0.18,29,1.185,15.91
48.016,1.073,143.151,0.24,57,0.686,58.87
60.76,1.0,600.507,0.136,41,0.671,103.21
61.583,1.047,647.81,0.105,23,0.922,68.35
62.805,1.034,262.123,0.0,21,0.822,61.8
54.581,1.233,526.473,0.122,41,0.897,66.27
27.855,0.888,567.684,0.126,25,0.956,55.51
69.501,0.936,489.034,0.171,41,1.144,56.12
27.805,1.205,381.384,0.063,50,0.918,69.8
49.54,0.961,652.391,0.085,46,0.835,102.29
33.686,1.185,439.493,0.002,49,0.93,82.66
44.038,1.305,277.222,0.0,17,0.846,49.11
49.931,0.99,192.579,0.031,45,0.813,78.74
49.82,1.152,689.127,0.0,4,0.677,77.56
51.329,0.877,592.5,0.147,37,1.014,62.32
69.206,1.163,513.196,0.079,53,0.886,88.49
51.803,1.08,433.959,0.077,22,1.193,25.45
41.338,1.121,420.65,0.041,30,0.711,80.7
59.461,0.953,338.64,0.0,59,0.892,105.78
62.842,0.801,435.282,0.241,60,1.363,39.14
26.586,1.125,181.987,0.04,17,0.812,28.29
53.961,0.74,389.59,0.087,18,0.953,51.54
55.518,1.002,453.359,0.004,35,0.757,98.7
40.537,1.191,591.482,0.198,49,0.73,80.35
65.636,1.079,494.011,0.131,14,1.309,9.41
42.749,1.342,619.238,0.054,41,1.034,62.5
46.884,1.204,702.37,0.089,41,1.027,74.19
42.404,0.952,658.726,0.254,45,0.661,92.91
45.234,1.054,570.576,0.114,22,1.072,38.55
28.556,1.043,501.779,0.105,31,1.231,26.25
23.399,0.813,352.882,0.045,45,1.23,44.81
68.918,0.909,610.992,0.0,51,1.134,105.14
32.296,0.966,751.962,0.107,5,0.774,61.21
30.129,0.745,551.316,0.146,50,1.063,75.52
12.699,1.057,787.589,0.208,7,1.134,10.38
35.416,1.013,271.164,0.0,4,0.641,51.21
25.154,0.799,326.875,0.03,25,0.776,69.6
69.63,1.111,628.28,0.074,28,1.178,55.62
60.147,1.157,539.644,0.12,28,1.175,28.68
34.678,1.084,697.067,0.108,9,0.69,73.13
78.787,1.001,497.679,0.11,12,1.159,22.77
59.726,1.139,369.804,0.153,7,1.019,1.12
40.128,1.152,467.961,0.048,49,1.156,60.46
10.0,1.096,270.097,0.195,14,0.873,8.81
79.364,0.926,330.711,0.155,34,1.129,29.88
24.156,1.091,645.867,0.094,44,1.169,56.64
20.319,1.229,630.918,0.248,33,0.93,34.95
60.339,0.961,554.451,0.245,24,1.004,32.26
81.596,1.365,241.838,0.195,19,0.87,14.04
65.764,0.971,446.239,0.0,22,1.33,30.78
53.459,1.055,316.25,0.246,22,0.976,6.65
53.921,0.949,676.48,0.184,45,0.816,91.19
57.801,1.083,412.442,0.281,10,0.857,3.42
56.384,0.789,337.138,0.219,49,1.025,52.66
49.218,0.968,504.469,0.246,36,1.151,23.9
46.563,0.886,403.977,0.19,51,0.733,83.75
44.061,1.07,722.562,0.228,25,1.37,7.47
33.691,1.199,389.778,0.28,40,1.062,4.02
40.79,1.147,290.116,0.137,55,1.093,44.13
19.606,0.694,177.063,0.0,30,0.981,61.75
43.525,1.356,495.382,0.095,15,1.004,18.07
30.171,1.094,415.71,0.151,31,0.97,39.73
28.446,0.934,285.664,0.126,10,1.204,-9.86
47.698,1.074,678.384,0.02,13,0.998,56.74
65.88,1.076,600.087,0.0,49,1.153,83.34
58.775,0.95,495.767,0.061,47,0.913,93.58
21.442,1.08,704.649,0.185,20,1.039,35.72
30.156,0.959,599.38,0.246,52,0.839,73.59
59.112,0.989,376.572,0.193,27,1.243,7.05
30.263,0.947,344.117,0.205,51,0.833,66.01
41.631,0.835,622.697,0.114,24,0.935,66.81
53.251,1.072,559.455,0.0,47,0.937,93.91
30.475,1.138,525.462,0.084,37,0.929,63.92
46.581,1.127,373.025,0.099,31,1.144,32.83
24.99,1.173,591.192,0.08,23,0.937,49.4
35.979,1.099,386.675,0.124,58,1.279,31.74
49.797,0.97,484.702,0.155,9,0.836,38.36
21.105,1.176,717.042,0.188,14,1.034,19.97
51.607,0.846,400.875,0.098,38,0.845,71.71
44.705,0.915,264.052,0.0,26,1.084,37.79
53.287,0.905,342.118,0.081,34,0.997,59.36
48.359,1.212,649.145,0.123,29,0.969,52.62
65.462,1.191,538.21,0.218,34,1.238,14.13
46.878,1.123,480.668,0.075,34,0.869,68.54
38.559,1.211,423.636,0.161,34,1.117,19.24
46.834,0.918,572.804,0.143,28,0.846,68.19
53.149,1.102,372.634,0.124,13,1.023,15.87
45.733,1.031,545.85,0.194,48,0.761,79.09
45.609,1.177,390.312,0.067,20,0.867,43.0
34.47,1.033,365.351,0.074,41,0.984,59.55
35.056,0.992,404.377,0.119,7,1.363,-18.56
23.961,1.131,443.689,0.069,18,1.02,28.01
71.244,1.181,492.676,0.161,13,1.331,-0.66
26.342,0.95,535.318,0.063,56,1.044,88.11
34.606,1.041,50.0,0.138,37,0.923,27.39
34.224,0.891,378.852,0.112,50,1.308,38.27
58.424,0.675,441.265,0.137,13,1.087,33.13
40.576,1.08,725.759,0.083,44,0.871,95.66
63.716,1.141,338.0,0.093,25,1.094,30.23
34.898,1.089,524.419,0.128,57,0.941,80.8
49.185,0.758,724.255,0.136,36,0.602,119.96
32.47,0.997,303.055,0.12,50,1.187,38.79
77.177,0.717,559.096,0.256,19,1.219,19.31
27.186,1.255,379.659,0.041,12,1.368,-4.77
49.647,0.887,424.305,0.115,20,1.084,29.84
54.507,1.238,379.533,0.0,46,0.95,74.76
51.207,1.192,390.221,0.15,10,1.167,-4.87
42.221,0.915,908.287,0.031,28,1.17,78.61
43.053,0.88,626.668,0.098,5,1.328,8.03
45.657,1.103,665.261,0.09,54,0.991,88.46
42.795,0.923,573.799,0.142,26,0.967,55.09
59.458,1.065,259.061,0.076,5,0.857,27.03
78.158,0.978,559.244,0.072,40,1.107,72.92
36.638,0.783,660.939,0.235,4,0.69,51.37
24.453,0.715,371.99,0.143,37,1.155,30.47
43.676,1.084,644.799,0.075,19,1.118,39.09
83.696,0.966,605.65,0.1,11,1.117,39.98
32.945,0.967,777.806,0.252,38,1.028,50.17
69.587,1.154,437.333,0.101,24,1.307,7.74
70.166,1.226,335.358,0.065,33,1.174,30.92
36.696,1.009,445.756,0.065,57,0.879,97.58
53.535,0.999,715.336,0.076,36,0.882,98.49
69.426,1.125,225.739,0.072,26,0.824,48.82
39.313,0.846,189.744,0.018,11,1.11,19.43
41.946,1.083,513.409,0.03,48,0.8,103.59
36.275,1.133,433.612,0.054,60,1.217,67.46
29.779,1.152,501.159,0.167,45,1.265,24.19
35.261,0.759,641.797,0.09,4,0.824,53.44
26.641,0.936,417.115,0.103,23,0.963,40.5
45.511,0.918,219.049,0.222,36,1.003,18.94
33.45,1.065,806.672,0.224,29,1.177,30.64
48.507,1.122,350.416,0.097,39,1.322,18.58
21.662,1.275,341.144,0.07,9,0.663,35.39
49.963,0.976,665.558,0.051,24,0.936,76.15
57.503,0.975,442.327,0.175,6,0.947,21.07
15.094,1.222,490.492,0.104,16,0.72,44.1
50.611,1.094,572.419,0.089,36,0.903,75.93
63.415,1.24,662.537,0.055,25,1.086,54.92
26.855,1.093,449.981,0.058,46,0.944,75.31
70.089,0.876,727.993,0.146,44,0.691,118.78
51.285,0.85,179.63,0.015,27,1.575,-5.25
34.425,0.817,613.968,0.2,3,1.053,13.24
44.163,1.149,374.071,0.077,53,1.022,65.68
53.375,1.228,705.841,0.108,57,0.78,109.43
46.14,1.327,521.307,0.013,50,1.052,71.94
53.081,1.176,399.064,0.119,17,0.967,28.85
31.19,1.224,599.426,0.094,34,0.622,85.26
47.54,0.963,633.978,0.116,16,0.786,65.92
23.794,0.877,596.284,0.238,43,1.159,41.42
43.332,1.178,345.546,0.134,23,1.389,-16.27
31.441,1.113,427.397,0.056,57,1.073,74.68
33.967,1.066,499.389,0.063,49,1.221,53.7
63.541,1.108,493.811,0.168,60,0.969,76.11
61.37,1.098,612.462,0.224,9,0.983,13.84
54.137,1.243,197.765,0.143,38,1.218,10.12
28.615,1.244,550.149,0.175,23,1.333,-11.76
40.254,1.132,456.503,0.169,52,1.26,36.37
63.196,1.177,374.225,0.234,42,0.787,49.58
47.126,1.127,388.627,0.0,14,0.987,44.85
79.79,0.981,467.819,0.173,17,1.056,36.71
50.9,1.163,50.0,0.199,17,0.948,-17.59
47.881,0.841,394.807,0.013,19,1.078,43.89
40.363,1.208,368.628,0.049,36,1.164,37.2
47.003,0.871,579.917,0.052,46,1.201,75.14
42.713,1.093,379.171,0.062,37,1.337,26.31
55.622,0.923,467.733,0.081,41,0.934,77.11
59.351,1.133,731.341,0.139,40,0.727,106.68
33.21,1.045,649.153,0.189,16,1.072,23.05
25.032,0.811,635.341,0.207,57,1.377,40.65
17.457,1.113,425.019,0.053,7,0.905,25.67
52.62,0.963,581.455,0.052,32,1.137,56.81
28.45,1.182,464.915,0.225,6,1.139,-16.08
12.707,1.05,470.586,0.172,17,1.038,8.46
50.829,1.109,561.453,0.127,41,1.001,65.29
82.395,0.906,410.451,0.158,37,0.815,74.42
44.909,0.962,723.95,0.118,47,0.544,128.59
57.577,0.981,475.98,0.162,12,0.778,38.87
46.227,1.179,592.754,0.093,57,0.922,95.28
43.517,1.302,718.34,0.142,4,1.219,5.12
58.786,0.929,654.748,0.0,46,0.979,105.59
40.646,1.212,288.662,0.065,26,0.896,33.57
49.011,0.725,566.734,0.066,30,0.822,95.87
49.825,0.871,627.608,0.09,24,1.131,46.8
34.979,0.906,633.779,0.046,46,1.272,71.56
59.881,0.847,333.006,0.077,34,1.213,36.9
42.376,0.812,401.445,0.0,33,1.121,58.33
33.664,1.112,649.184,0.164,21,0.705,64.65
53.048,1.018,385.736,0.113,53,0.93,73.63
31.523,1.107,455.046,0.0,23,1.389,12.76
45.423,1.154,736.381,0.053,5,1.224,25.11
44.863,1.09,492.83,0.147,8,0.692,36.42
61.288,1.149,390.984,0.077,34,0.989,58.96
52.12,1.04,368.357,0.064,4,1.073,13.66
44.625,0.872,549.908,0.114,26,0.848,65.22
57.266,1.209,300.028,0.147,47,0.538,84.24
65.853,0.962,462.9,0.005,29,1.02,74.21
53.367,0.91,549.985,0.164,11,0.842,47.62
45.155,1.023,694.872,0.056,15,0.843,76.97
25.322,0.913,600.132,0.119,57,0.929,91.73
29.023,0.987,392.89,0.117,16,0.973,26.74
40.422,1.102,676.763,0.078,53,0.998,93.49
35.857,1.102,455.073,0.038,13,0.823,53.43
42.195,0.915,314.645,0.097,16,0.956,34.99
45.85,0.977,474.194,0.25,18,0.649,44.21
52.945,1.211,715.725,0.011,12,1.062,51.52
43.943,1.124,524.786,0.255,22,0.5,59.44
52.298,1.361,501.878,0.099,18,0.942,32.75
45.967,1.227,745.582,0.123,60,1.184,79.41
15.368,1.222,285.297,0.033,36,0.788,52.7
30.91,0.842,307.16,0.058,59,1.143,72.98
42.839,1.165,257.623,0.08,18,1.231,-7.44
26.855,1.042,555.897,0.036,16,0.5,91.16
53.999,0.967,524.974,0.103,55,0.97,94.67
67.961,1.075,731.41,0.087,30,0.5,123.56
63.281,1.192,536.521,0.268,20,0.976,17.56
41.798,1.125,439.376,0.027,28,0.999,49.11
67.361,0.918,500.269,0.128,40,0.503,111.98
47.23,1.161,517.656,0.14,9,1.385,-13.79
39.944,0.954,249.236,0.034,47,1.057,58.62
35.799,1.083,906.55,0.175,36,0.83,87.01
40.463,1.004,577.981,0.088,49,1.293,58.46
39.177,1.017,531.501,0.0,51,0.641,124.09
47.556,1.165,592.275,0.173,47,0.754,85.75
47.409,0.894,606.412,0.031,9,0.54,96.64
45.046,1.342,478.917,0.036,35,1.36,21.5
51.554,0.777,405.314,0.175,37,1.066,45.1
62.86,0.96,589.918,0.092,54,1.132,81.5
59.243,1.106,557.857,0.193,52,1.06,58.07
22.727,1.138,378.516,0.217,41,1.115,17.56
10.0,1.035,712.855,0.068,23,1.016,52.74
59.015,1.041,544.003,0.183,51,1.054,67.83
24.497,1.112,609.473,0.06,30,1.022,55.97
41.629,1.015,708.788,0.299,34,0.878,47.13
27.448,1.259,503.283,0.065,46,0.991,63.14
17.97,1.176,547.543,0.202,18,1.055,5.99
53.122,1.181,621.504,0.188,58,1.022,76.75
56.387,0.905,391.271,0.145,12,0.704,50.31
36.352,1.038,508.108,0.066,25,0.731,74.36
10.0,1.005,518.832,0.108,50,1.217,52.46
36.806,0.899,356.591,0.0,54,0.939,96.51
50.877,1.104,847.646,0.138,52,1.117,91.23
22.816,0.969,288.906,0.148,17,0.782,35.02
47.75,1.148,305.284,0.131,57,0.705,83.82
44.77,0.889,697.134,0.0,45,0.831,125.92
53.689,1.308,606.99,0.019,52,0.955,99.8
46.794,0.916,346.105,0.06,8,0.867,45.1
30.404,1.083,591.093,0.143,35,1.259,31.65
62.949,1.169,720.178,0.143,57,1.036,92.1
42.622,0.964,495.461,0.106,41,1.37,30.73
44.59,1.178,889.823,0.171,14,1.081,35.24
31.001,0.866,241.391,0.038,54,0.517,117.28
38.351,1.268,604.074,0.169,38,1.211,21.47
31.728,1.052,674.979,0.158,33,0.698,87.77
42.406,0.961,633.702,0.15,12,1.046,30.56
70.676,1.005,469.347,0.105,55,0.845,104.65
24.421,1.171,456.434,0.266,36,1.429,-26.31
20.797,0.962,566.622,0.159,43,1.288,36.4
67.068,0.938,622.363,0.043,12,0.852,71.96
41.86,1.017,590.371,0.14,54,0.975,77.81
34.964,0.873,656.009,0.18,13,1.049,36.45
60.599,1.323,347.17,0.073,59,1.173,58.95
35.916,0.965,465.834,0.207,16,1.006,16.64
72.39,1.175,358.998,0.151,5,0.795,25.08
55.169,1.081,442.083,0.0,59,0.856,113.5
37.681,0.902,652.283,0.144,35,0.999,66.53
77.36,1.049,516.198,0.088,9,1.247,13.77
35.914,1.168,891.029,0.163,6,1.086,26.65
56.131,1.022,529.011,0.196,41,0.845,75.84
49.489,1.229,508.954,0.136,50,1.13,60.7
64.526,1.203,515.927,0.253,12,0.923,18.36
68.423,1.188,404.329,0.106,17,1.178,14.4
45.48,0.981,491.325,0.17,18,1.505,-19.12
33.699,0.888,669.168,0.184,40,0.928,69.51
51.9,0.958,517.096,0.112,6,1.16,11.71
34.834,1.079,380.981,0.182,6,0.851,9.64
75.201,1.132,361.237,0.072,58,0.978,92.21
47.048,0.724,432.47,0.086,57,1.006,99.52
39.52,1.049,511.08,0.015,38,0.961,80.71
47.77,1.074,679.038,0.139,29,1.493,8.52
24.793,1.008,298.927,0.146,24,0.939,27.32
30.426,1.244,452.026,0.214,24,1.117,-0.93
63.006,1.113,521.647,0.183,19,0.614,57.19
35.147,1.247,224.944,0.097,47,1.086,33.61
29.296,1.018,374.96,0.026,36,1.228,34.76
53.05,1.191,398.017,0.155,34,0.894,42.89
62.786,1.295,380.604,0.209,54,0.5,92.19
55.784,1.247,528.783,0.18,8,0.992,9.21
59.941,0.886,475.916,0.207,56,1.003,72.19
33.648,1.012,416.707,0.103,35,1.145,35.66
23.673,0.998,564.194,0.083,10,1.402,-10.63
67.52,1.123,758.461,0.061,52,0.924,118.16
40.16,1.153,745.888,0.116,55,0.829,103.2
41.238,0.924,211.584,0.114,38,0.767,59.22
64.923,1.06,586.561,0.137,7,1.04,25.67
53.343,0.747,473.297,0.11,7,1.096,26.91
51.838,1.266,523.273,0.109,49,0.891,82.02
77.475,0.973,440.258,0.058,12,1.156,31.7
35.347,1.058,517.638,0.195,42,1.093,41.67
58.918,1.004,522.711,0.126,60,1.009,89.22
45.855,1.222,413.157,0.106,9,0.82,30.79
49.029,0.624,365.545,0.06,14,0.904,58.17
67.927,1.048,432.696,0.013,32,0.514,107.54
52.618,1.034,535.139,0.225,27,1.047,27.64
53.074,0.982,589.849,0.164,30,1.005,56.37
61.088,1.309,628.002,0.0,45,1.038,99.18
39.526,0.917,425.871,0.181,15,1.101,5.96
32.412,1.166,542.577,0.194,49,1.077,47.58
29.328,1.103,644.375,0.13,51,0.978,75.56
15.505,1.239,674.839,0.248,24,1.01,24.38
75.843,0.95,491.175,0.137,56,0.719,108.07
28.452,0.94,466.86,0.007,20,0.883,66.35
41.681,1.214,528.669,0.149,29,1.01,31.28
40.848,1.114,327.544,0.14,10,0.853,17.96
49.611,0.818,470.959,0.072,8,1.172,23.59
57.236,0.969,611.688,0.166,13,0.868,52.09
57.907,1.108,596.292,0.0,31,1.043,70.02
36.254,1.176,459.46,0.199,60,1.023,59.55
42.493,0.948,532.658,0.05,43,1.149,67.24
49.239,0.613,376.302,0.041,60,1.18,89.86
41.27,1.128,605.524,0.111,7,1.139,17.87
69.11,0.867,488.327,0.155,9,0.579,65.69
52.365,0.747,458.607,0.133,24,1.239,31.28
56.023,0.625,445.741,0.061,49,1.305,65.94
54.943,1.172,490.566,0.08,55,0.904,93.4
62.602,1.069,432.818,0.029,56,1.047,88.98
47.715,1.016,598.721,0.102,6,0.822,49.08
25.548,1.258,440.707,0.206,34,0.61,54.72
50.995,1.146,738.945,0.12,21,0.852,70.29
35.23,1.292,719.782,0.189,47,0.892,75.07
37.071,0.841,366.268,0.236,35,0.929,35.97
53.795,1.045,510.456,0.073,3,0.808,42.27
63.574,0.807,402.402,0.105,56,0.853,104.11
45.319,1.016,451.003,0.294,48,0.998,33.13
49.632,1.013,800.364,0.236,43,0.846,79.06
70.533,1.144,453.864,0.0,58,1.109,86.09
48.611,1.057,554.034,0.151,46,1.136,52.39
84.025,1.144,581.198,0.12,52,1.476,37.57
53.483,1.156,349.906,0.186,43,1.225,11.5
18.589,1.373,371.736,0.06,10,1.049,-2.67
56.3,1.003,319.097,0.053,34,0.876,69.08
50.717,0.909,367.104,0.066,32,1.059,47.01
64.346,1.087,72.495,0.074,48,1.065,40.93
55.098,0.93,581.687,0.185,30,0.897,67.61
42.923,1.272,808.129,0.026,43,1.157,77.95
26.636,1.008,522.173,0.07,54,0.72,109.91
41.865,0.965,287.56,0.0,34,0.951,60.81
32.242,0.979,403.584,0.201,27,1.111,21.2
36.292,1.158,431.168,0.222,36,0.942,30.05
53.829,1.026,347.362,0.094,35,0.959,53.27
70.049,0.954,629.027,0.096,15,0.972,62.51
50.92,1.3,621.539,0.156,27,0.833,54.35
27.062,0.922,326.682,0.238,44,1.235,10.92
51.669,1.055,608.762,0.153,42,0.796,84.29
62.949,1.148,729.022,0.064,41,1.064,81.42
35.853,0.805,785.384,0.0,58,1.083,123.16
42.99,1.122,929.782,0.031,46,0.81,129.93
45.22,0.892,364.701,0.126,51,1.015,64.21
33.227,1.173,923.633,0.068,59,0.818,128.29
54.724,0.906,446.869,0.136,46,1.278,40.76
43.186,1.154,411.13,0.076,50,0.772,83.46
51.293,1.216,549.061,0.035,12,0.869,47.0
31.688,1.179,412.691,0.026,59,0.755,105.71
38.438,1.088,559.857,0.245,33,0.728,60.78
55.836,1.015,301.988,0.191,46,1.318,18.09
39.408,0.964,464.187,0.258,13,1.109,-13.02
70.904,1.271,692.837,0.163,27,1.028,46.71
39.005,0.945,491.441,0.086,48,0.869,85.03
48.37,0.894,521.239,0.226,56,1.182,53.22
58.989,1.15,571.289,0.117,54,0.835,95.2
23.725,0.931,675.599,0.138,47,1.159,64.88
18.588,0.907,251.716,0.117,36,0.825,52.15
22.115,0.833,587.679,0.0,22,0.871,73.87
63.939,0.978,459.779,0.248,9,1.152,-9.48
36.722,1.038,524.996,0.159,35,1.173,31.99
83.373,1.086,658.993,0.146,59,1.119,87.25
36.536,1.193,320.872,0.115,37,0.79,50.29
47.768,1.129,348.103,0.133,31,0.911,36.36
68.132,1.021,209.686,0.072,54,1.031,66.66
75.091,1.02,417.626,0.169,14,0.83,35.56
75.923,1.127,699.565,0.015,7,1.274,28.28
63.125,1.241,481.912,0.135,14,0.52,65.92
60.361,1.069,298.981,0.165,31,0.844,42.91
53.888,0.98,427.148,0.104,37,0.898,65.14
56.675,0.901,276.821,0.15,22,0.5,70.23
36.732,0.833,331.222,0.041,39,0.721,91.62
32.727,1.15,558.323,0.043,3,1.125,13.31
44.949,1.137,323.919,0.139,18,1.006,14.43
42.447,1.137,666.895,0.174,32,1.315,19.76
38.202,1.031,489.332,0.0,11,1.309,16.83
55.446,1.261,512.839,0.162,44,1.087,47.73
59.33,0.977,458.244,0.077,12,1.063,35.59
46.326,1.193,615.927,0.105,15,1.013,40.29
67.163,1.044,617.474,0.013,50,0.5,153.06
27.875,0.959,550.258,0.052,22,0.721,80.13
42.095,1.139,584.718,0.197,31,1.02,35.47
34.248,1.111,468.187,0.123,59,1.123,60.87
17.002,1.104,581.33,0.089,6,1.058,14.26
43.76,1.062,449.318,0.111,48,0.822,82.42
43.174,1.044,500.335,0.159,51,1.187,51.07
67.702,1.408,458.803,0.155,30,1.296,1.09
54.462,1.228,431.417,0.114,39,1.188,32.39
29.637,1.158,396.633,0.207,15,1.198,-19.99
72.811,1.067,570.154,0.198,59,0.888,91.68
63.316,1.201,696.591,0.153,5,1.215,5.95
53.731,1.128,675.665,0.124,39,1.029,65.17
41.603,1.054,311.515,0.173,50,1.102,35.6
30.608,1.004,693.38,0.145,21,1.073,41.66
39.417,1.038,452.276,0.205,30,0.976,31.66
61.331,0.6,590.11,0.192,21,0.828,69.8
73.269,1.082,364.068,0.039,19,0.984,47.48
68.149,0.977,521.297,0.033,20,1.197,42.36
37.667,1.289,547.058,0.064,20,0.912,50.26
28.206,1.053,277.309,0.198,59,1.179,27.64
47.113,0.872,591.24,0.0,25,1.147,63.03
18.473,1.043,701.89,0.152,42,0.94,66.1
49.848,0.893,473.803,0.149,52,1.278,47.69
42.786,1.121,704.025,0.213,11,0.929,23.77
38.009,1.094,471.546,0.134,31,1.302,16.28
21.079,1.194,627.438,0.013,53,1.087,84.79
52.704,0.931,167.215,0.043,44,0.997,62.11
37.009,1.055,862.817,0.025,31,0.822,106.88
27.451,0.845,724.319,0.077,4,0.982,44.93
10.0,1.155,457.306,0.105,19,0.959,22.71
44.587,1.128,204.187,0.027,59,0.748,100.25
71.584,1.124,543.204,0.238,58,0.956,77.26
69.919,1.05,283.411,0.014,47,0.839,91.02
38.144,1.112,566.728,0.228,33,1.117,22.1
35.967,1.291,561.735,0.215,30,1.261,5.92
52.032,1.007,358.79,0.192,45,0.755,66.84
30.024,1.071,668.145,0.064,50,1.342,57.85
49.527,0.887,620.836,0.147,54,0.974,95.52
56.491,0.92,646.374,0.018,41,0.805,112.33
63.404,1.065,501.329,0.193,32,1.152,31.79
43.498,1.216,287.671,0.114,37,0.911,44.42
41.945,1.012,646.681,0.087,50,0.984,90.0
31.83,1.015,459.444,0.022,53,0.919,90.04
32.597,0.989,291.533,0.0,22,0.837,55.23
41.603,0.97,702.806,0.037,18,1.145,53.69
50.51,1.094,814.911,0.209,36,0.943,64.18
58.704,0.825,493.813,0.088,16,0.713,76.83
32.952,1.242,823.868,0.106,28,1.11,53.66
67.39,0.95,513.697,0.172,22,0.759,67.22
40.933,1.158,442.932,0.264,44,0.769,47.31
44.679,0.86,405.431,0.226,53,1.239,40.33
33.792,1.15,745.562,0.042,26,0.761,96.27
10.0,1.151,382.978,0.0,45,0.537,107.71
58.261,1.108,610.29,0.309,20,1.125,-0.16
56.053,0.901,416.125,0.302,45,0.939,42.55
40.78,1.087,430.954,0.135,11,0.956,20.25
46.005,0.873,654.537,0.018,21,0.937,80.85
52.739,1.012,442.994,0.197,22,1.046,21.59
21.562,1.204,439.281,0.111,44,0.849,64.02
37.064,1.17,669.921,0.111,32,1.295,30.56
56.914,1.052,739.61,0.192,28,0.705,83.38
26.186,0.904,596.703,0.147,33,1.089,45.89
49.403,1.147,401.785,0.025,37,1.128,49.08
24.651,1.053,423.409,0.094,5,0.848,24.89
51.996,0.702,511.987,0.173,58,0.795,114.24
44.465,1.167,548.14,0.161,42,1.203,40.56
20.773,1.046,351.82,0.141,31,0.802,49.03
62.471,1.23,608.456,0.195,8,0.879,31.95
33.981,0.886,512.827,0.091,54,1.177,72.02
32.846,0.6,242.644,0.134,3,1.007,10.84
48.009,1.092,360.661,0.0,54,0.641,112.35
62.23,1.094,424.381,0.084,26,1.349,13.73
29.763,0.796,489.071,0.181,40,0.894,63.92
45.925,0.903,783.392,0.089,36,0.919,91.5
51.432,1.463,535.726,0.083,53,1.051,58.7
55.397,1.004,373.884,0.037,9,1.125,23.39
47.647,1.16,533.095,0.2,13,1.392,-20.65
39.495,0.952,447.187,0.164,13,0.668,46.73
32.586,0.736,548.714,0.186,38,1.165,42.01
46.292,1.024,587.085,0.0,22,1.149,57.43
28.918,1.01,681.385,0.107,18,0.973,47.33
10.0,0.99,496.357,0.098,7,1.157,4.86
51.548,1.033,745.844,0.098,26,1.187,50.48
58.559,1.09,636.203,0.071,32,0.724,98.25
10.0,1.027,393.884,0.092,32,1.35,3.95
29.854,0.86,831.478,0.188,41,0.688,107.58
54.287,1.123,549.049,0.0,59,0.773,126.32
75.862,0.758,374.731,0.262,50,0.948,63.89
45.312,0.742,747.937,0.159,49,1.385,59.77
34.08,1.161,811.667,0.117,39,0.938,82.3
42.257,1.126,495.046,0.193,35,0.994,46.13
